          0,         250
     100000,      760167
     200000,     2012291
     300000,     3709417
     400000,     5741625
     500000,     8130458
     600000,    10449792
     700000,    13610666
     800000,    16261083
     900000,    19154042
    1000000,    22588417
    1100000,    25900958
    1200000,    29710791
    1300000,    33631042
    1400000,    37199959
    1500000,    41142375
    1600000,    45071458
    1700000,    49606667
    1800000,    53873916
    1900000,    58300584
    2000000,    64952834
    2100000,    69081666
    2200000,    73492833
    2300000,    78369542
    2400000,    83422000
    2500000,    87780708
    2600000,    93137083
    2700000,    98416167
    2800000,   103831875
    2900000,   109502958
    3000000,   115345000
    3100000,   121687792
    3200000,   126526625
    3300000,   132802292
    3400000,   139428709
    3500000,   145851708
    3600000,   152147583
    3700000,   158710791
    3800000,   165554125
    3900000,   172102834
    4000000,   177715084
    4100000,   185048958
    4200000,   191786458
    4300000,   197021459
    4400000,   203021667
    4500000,   209612083
    4600000,   216308417
    4700000,   223744458
    4800000,   230253250
    4900000,   237942000
    5000000,   244912375
    5100000,   252043000
    5200000,   259628083
    5300000,   266765375
    5400000,   274377958
    5500000,   280751667
    5600000,   289709916
    5700000,   297102708
    5800000,   317013375
    5900000,   324880375
    6000000,   328706542
    6100000,   337084000
    6200000,   344891292
    6300000,   351956417
    6400000,   356328709
    6500000,   367474417
    6600000,   374120167
    6700000,   387151584
    6800000,   392472667
    6900000,   399149542
    7000000,   413430042
    7100000,   416130167
    7200000,   427421208
    7300000,   434310167
    7400000,   440538250
    7500000,   446472292
    7600000,   457909250
    7700000,   469143458
    7800000,   472715917
    7900000,   485991667
    8000000,   492717459
    8100000,   499751333
    8200000,   504779708
    8300000,   518680541
    8400000,   527462375
    8500000,   534551750
    8600000,   546829666
    8700000,   556528084
    8800000,   565739583
    8900000,   570321042
    9000000,   585677708
    9100000,   595797875
    9200000,   602786375
    9300000,   615811334
    9400000,   628264958
    9500000,   642628000
    9600000,   649373917
    9700000,   666100375
    9800000,   674647041
    9900000,   682412042
   10000000,   690807834
   10100000,   706222750
   10200000,   717088750
   10300000,   729953208
   10400000,   740610167
   10500000,   751930792
   10600000,   760967208
   10700000,   766049125
   10800000,   782767791
   10900000,   791827000
   11000000,   803716000
   11100000,   817675250
   11200000,   831318542
   11300000,   841816250
   11400000,   851063916
   11500000,   866853209
   11600000,   875590416
   11700000,   885274875
   11800000,   900901791
   11900000,   908432666
   12000000,   917474875
   12100000,   926378209
   12200000,   934914583
   12300000,   949691333
   12400000,   961114750
   12500000,   969983750
   12600000,   983339833
   12700000,   989790958
   12800000,   989705708
   12900000,   997076042
   13000000,  1007861375
   13100000,  1018412875
   13200000,  1027180167
   13300000,  1035052541
   13400000,  1054460458
   13500000,  1062326333
   13600000,  1081393458
   13700000,  1104280750
   13800000,  1095194291
   13900000,  1108982042
   14000000,  1125971875
   14100000,  1132356125
   14200000,  1142748708
   14300000,  1154332625
   14400000,  1177225208
   14500000,  1204891292
   14600000,  1215636792
   14700000,  1226855500
   14800000,  1238595209
   14900000,  1238578875
   15000000,  1240134625
   15100000,  1253850208
   15200000,  1263040541
   15300000,  1277045667
   15400000,  1287130458
   15500000,  1295274500
   15600000,  1313594292
   15700000,  1324244417
   15800000,  1339731458
   15900000,  1351001958
   16000000,  1358889625
   16100000,  1377778792
   16200000,  1389165625
   16300000,  1396531375
   16400000,  1409052958
   16500000,  1421493375
   16600000,  1439491917
   16700000,  1453482500
   16800000,  1465500792
   16900000,  1490478792
   17000000,  1516318334
   17100000,  1534094125
   17200000,  1580906167
   17300000,  1609131167
   17400000,  1631430458
   17500000,  1650999083
   17600000,  1664903667
   17700000,  1642275917
   17800000,  1649348667
   17900000,  1655189291
   18000000,  1684453000
   18100000,  1698885334
   18200000,  1710365375
   18300000,  1718383791
   18400000,  1713156542
   18500000,  1725195958
   18600000,  1745377875
   18700000,  1749979250
   18800000,  1769132208
   18900000,  1779182875
   19000000,  1785154292
   19100000,  1795364291
   19200000,  1798092375
   19300000,  1823985750
   19400000,  1841188209
   19500000,  1854451083
   19600000,  1874257458
   19700000,  1903685708
   19800000,  1924262333
   19900000,  1926544125
   20000000,  1911065500
   20100000,  1959912541
   20200000,  1972987334
   20300000,  1978244291
   20400000,  2013332750
   20500000,  2027192791
   20600000,  2024750834
   20700000,  2029096917
   20800000,  2029584291
   20900000,  2046307917
   21000000,  2064877709
   21100000,  2088395500
   21200000,  2095807500
   21300000,  2107149167
   21400000,  2132265208
   21500000,  2169785833
   21600000,  2182942083
   21700000,  2160375625
   21800000,  2171511542
   21900000,  2182790250
   22000000,  2199187000
   22100000,  2231029833
   22200000,  2229035667
   22300000,  2238783791
   22400000,  2242447500
   22500000,  2255129458
   22600000,  2283589125
   22700000,  2296535292
   22800000,  2311399000
   22900000,  2327550250
   23000000,  2337715708
   23100000,  2361198625
   23200000,  2373021750
   23300000,  2382232708
   23400000,  2395966083
   23500000,  2410159916
   23600000,  2476281625
   23700000,  2490728250
   23800000,  2468979584
   23900000,  2471206667
   24000000,  2498917708
   24100000,  2537437959
   24200000,  2559505583
   24300000,  2542641667
   24400000,  2529552625
   24500000,  2535024875
   24600000,  2549376833
   24700000,  2584366542
   24800000,  2603501750
   24900000,  2622759625
   25000000,  2684635791
   25100000,  2698290833
   25200000,  2723594166
   25300000,  2730361792
   25400000,  2737377667
   25500000,  2747025917
   25600000,  2758373750
   25700000,  2780333125
   25800000,  2811478375
   25900000,  2831766833
   26000000,  2844669791
   26100000,  2859492833
   26200000,  2868295875
   26300000,  2888000500
   26400000,  2883902292
   26500000,  2868832292
   26600000,  2871406500
   26700000,  2880034625
   26800000,  2904742291
   26900000,  2937189917
   27000000,  2952836042
   27100000,  2971839000
   27200000,  3009337875
   27300000,  3049504333
   27400000,  3072795792
   27500000,  3084569916
   27600000,  3097940208
   27700000,  3116658959
   27800000,  3077778792
   27900000,  3103093500
   28000000,  3120387625
   28100000,  3149031916
   28200000,  3210799417
   28300000,  3224690167
   28400000,  3218018209
   28500000,  3195534667
   28600000,  3211350709
   28700000,  3222353625
   28800000,  3229683625
   28900000,  3245038000
   29000000,  3319698750
   29100000,  3369464709
   29200000,  3382459083
   29300000,  3403912250
   29400000,  3353601000
   29500000,  3371399333
   29600000,  3401749084
   29700000,  3452461500
   29800000,  3405691250
   29900000,  3419587583
   30000000,  3442255000
   30100000,  3544915208
   30200000,  3563137500
   30300000,  3569177292
   30400000,  3524441541
   30500000,  3539474917
   30600000,  3636574958
   30700000,  3657299917
   30800000,  3602871708
   30900000,  3610209459
   31000000,  3614995834
   31100000,  3641002583
   31200000,  3680069291
   31300000,  3727905750
   31400000,  3782510333
   31500000,  3807851917
   31600000,  3811738541
   31700000,  3838675792
   31800000,  3857167833
   31900000,  3867108834
   32000000,  3871123541
   32100000,  3833321958
   32200000,  3852411416
   32300000,  3877904667
   32400000,  3891404958
   32500000,  3908856333
   32600000,  3975197709
   32700000,  4009985167
   32800000,  3968122583
   32900000,  3987515042
   33000000,  3993002417
   33100000,  4003289375
   33200000,  4046725291
   33300000,  4068436000
   33400000,  4092795708
   33500000,  4112261167
